"Model","Train_dataset","Test_dataset","BaseMetric","ProposedMetric","Baseline_mean","Proposed_mean","Difference","Improvement","N_pairs","W_min_scipy","W_plus","W_minus","W_signed","p_value","p_value_two_sided","significant_0.05","effect_size_r"
"catboost","pc1","pc2","Generalizability_mean","GLR","0.905","0.189159","-0.7158410000000001","-0.7158410000000001","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc1","pc3","Generalizability_mean","GLR","0.9949999999999999","0.13969","-0.8553099999999999","-0.8553099999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc1","pc4","Generalizability_mean","GLR","0.998","0.10144799999999998","-0.896552","-0.896552","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc2","pc1","Generalizability_mean","GLR","0.39599999999999996","0.043001","-0.35299899999999995","-0.35299899999999995","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc2","pc3","Generalizability_mean","GLR","0.8219999999999998","0.111232","-0.7107679999999998","-0.7107679999999998","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc2","pc4","Generalizability_mean","GLR","0.825","0.149391","-0.6756089999999999","-0.6756089999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc3","pc1","Generalizability_mean","GLR","0.986","0.197617","-0.7883830000000001","-0.7883830000000001","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc3","pc2","Generalizability_mean","GLR","0.841","0.028429","-0.8125709999999999","-0.8125709999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc3","pc4","Generalizability_mean","GLR","0.967","0.09571500000000001","-0.871285","-0.871285","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc4","pc1","Generalizability_mean","GLR","0.961","0.14634200000000003","-0.8146579999999999","-0.8146579999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc4","pc2","Generalizability_mean","GLR","0.8539999999999999","0.0732","-0.7807999999999998","-0.7807999999999998","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc4","pc3","Generalizability_mean","GLR","0.97","0.10161400000000001","-0.868386","-0.868386","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","MEAN","MEAN","Stability","ECE","0.8867499999999999","0.0728218","-0.8139281999999999","0.8139281999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc1","pc2","Stability","ECE","0.8210000000000001","0.0284868","-0.7925132","0.7925132","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc1","pc3","Stability","ECE","0.915","0.083871","-0.831129","0.831129","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc1","pc4","Stability","ECE","0.908","0.0767648","-0.8312352000000001","0.8312352000000001","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc2","pc1","Stability","ECE","0.898","0.06695519999999999","-0.8310448","0.8310448","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc2","pc3","Stability","ECE","0.909","0.0985822","-0.8104178000000001","0.8104178000000001","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc2","pc4","Stability","ECE","0.9109999999999999","0.11618579999999998","-0.7948141999999999","0.7948141999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc3","pc1","Stability","ECE","0.881","0.0652738","-0.8157262","0.8157262","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc3","pc2","Stability","ECE","0.8450000000000001","0.029615999999999996","-0.8153840000000001","0.8153840000000001","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc3","pc4","Stability","ECE","0.8539999999999999","0.08016799999999999","-0.7738319999999999","0.7738319999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc4","pc1","Stability","ECE","0.93","0.07953020000000001","-0.8504698","0.8504698","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc4","pc2","Stability","ECE","0.9179999999999999","0.0630832","-0.8549167999999999","0.8549167999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc4","pc3","Stability","ECE","0.8510000000000002","0.085344","-0.7656560000000002","0.7656560000000002","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","MEAN","MEAN","ReliabilityIndex","ReliabilityScore","0.8630829999999999","0.828182","-0.03490099999999996","-0.03490099999999996","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc1","pc2","ReliabilityIndex","ReliabilityScore","0.913","0.855364","-0.05763600000000002","-0.05763600000000002","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc1","pc3","ReliabilityIndex","ReliabilityScore","0.9480000000000001","0.8286580000000001","-0.11934199999999995","-0.11934199999999995","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc1","pc4","ReliabilityIndex","ReliabilityScore","0.937","0.824653","-0.11234700000000009","-0.11234700000000009","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc2","pc1","ReliabilityIndex","ReliabilityScore","0.781","0.818182","0.03718199999999994","0.03718199999999994","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc2","pc3","ReliabilityIndex","ReliabilityScore","0.8299999999999998","0.819011","-0.010988999999999804","-0.010988999999999804","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc2","pc4","ReliabilityIndex","ReliabilityScore","0.795","0.8195029999999999","0.02450299999999983","0.02450299999999983","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"catboost","pc3","pc1","ReliabilityIndex","ReliabilityScore","0.8789999999999999","0.844511","-0.03448899999999988","-0.03448899999999988","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc3","pc2","ReliabilityIndex","ReliabilityScore","0.8530000000000001","0.828199","-0.024801000000000073","-0.024801000000000073","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc3","pc4","ReliabilityIndex","ReliabilityScore","0.868","0.822563","-0.04543699999999995","-0.04543699999999995","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc4","pc1","ReliabilityIndex","ReliabilityScore","0.877","0.831213","-0.04578700000000002","-0.04578700000000002","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc4","pc2","ReliabilityIndex","ReliabilityScore","0.8720000000000001","0.8245060000000001","-0.047494000000000036","-0.047494000000000036","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"catboost","pc4","pc3","ReliabilityIndex","ReliabilityScore","0.804","0.8218209999999999","0.017820999999999865","0.017820999999999865","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","MEAN","MEAN","AUC_mean","AUC","0.77275","0.771259","-0.00149100000000002","-0.00149100000000002","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc2","AUC_mean","AUC","0.8619999999999999","0.893256","0.03125600000000017","0.03125600000000017","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc3","AUC_mean","AUC","0.804","0.79899","-0.00501000000000007","-0.00501000000000007","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc4","AUC_mean","AUC","0.805","0.819369","0.014368999999999965","0.014368999999999965","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc2","pc1","AUC_mean","AUC","0.729","0.713029","-0.015970999999999957","-0.015970999999999957","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc3","AUC_mean","AUC","0.7260000000000001","0.725132","-0.0008680000000000909","-0.0008680000000000909","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc4","AUC_mean","AUC","0.6439999999999999","0.605242","-0.03875799999999996","-0.03875799999999996","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc1","AUC_mean","AUC","0.79","0.813513","0.023513000000000006","0.023513000000000006","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc3","pc2","AUC_mean","AUC","0.8640000000000001","0.8620990000000001","-0.0019010000000000415","-0.0019010000000000415","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc4","AUC_mean","AUC","0.776","0.75249","-0.02351000000000003","-0.02351000000000003","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc1","AUC_mean","AUC","0.6960000000000001","0.71302","0.017019999999999924","0.017019999999999924","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc2","AUC_mean","AUC","0.8390000000000001","0.8280429999999999","-0.010957000000000217","-0.010957000000000217","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc3","AUC_mean","AUC","0.7380000000000001","0.730925","-0.0070750000000000535","-0.0070750000000000535","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","MEAN","MEAN","F1_mean","F1","0.227667","0.136576","-0.091091","-0.091091","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc2","F1_mean","F1","0.11400000000000002","0.11708120000000002","0.003081200000000006","0.003081200000000006","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc3","F1_mean","F1","0.374","0.269395","-0.104605","-0.104605","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc4","F1_mean","F1","0.422","0.213016","-0.20898399999999998","-0.20898399999999998","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc1","F1_mean","F1","0.24900000000000003","0.125652","-0.12334800000000001","-0.12334800000000001","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc3","F1_mean","F1","0.10900000000000001","0.0121812","-0.09681880000000001","-0.09681880000000001","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc4","F1_mean","F1","0.10800000000000001","0.006557","-0.101443","-0.101443","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc1","F1_mean","F1","0.316","0.309283","-0.0067170000000000285","-0.0067170000000000285","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc2","F1_mean","F1","0.095","0.043227","-0.051773","-0.051773","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc4","F1_mean","F1","0.387","0.165227","-0.221773","-0.221773","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc1","F1_mean","F1","0.217","0.185028","-0.031972","-0.031972","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc2","F1_mean","F1","0.044","0.0759792","0.0319792","0.0319792","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc3","F1_mean","F1","0.297","0.11628179999999999","-0.1807182","-0.1807182","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","MEAN","MEAN","Precision_mean","Precision","0.21750000000000003","0.220316","0.002815999999999985","0.002815999999999985","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc2","Precision_mean","Precision","0.06699999999999999","0.128443","0.06144300000000001","0.06144300000000001","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc3","Precision_mean","Precision","0.313","0.332733","0.019733","0.019733","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc4","Precision_mean","Precision","0.434","0.4150980000000001","-0.01890199999999992","-0.01890199999999992","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc1","Precision_mean","Precision","0.205","0.31499900000000003","0.10999900000000004","0.10999900000000004","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc2","pc3","Precision_mean","Precision","0.266","0.268571","0.00257099999999999","0.00257099999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc2","pc4","Precision_mean","Precision","0.29400000000000004","0.12000000000000002","-0.17400000000000002","-0.17400000000000002","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc1","Precision_mean","Precision","0.217","0.261519","0.044519","0.044519","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc3","pc2","Precision_mean","Precision","0.05500000000000001","0.043247999999999995","-0.011752000000000012","-0.011752000000000012","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc4","Precision_mean","Precision","0.325","0.254513","-0.07048700000000002","-0.07048700000000002","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc1","Precision_mean","Precision","0.18","0.246806","0.066806","0.066806","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc2","Precision_mean","Precision","0.023","0.043612","0.020612","0.020612","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc3","Precision_mean","Precision","0.231","0.214249","-0.016751000000000016","-0.016751000000000016","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","MEAN","MEAN","Recall_mean","Recall","0.360083","0.137146","-0.222937","-0.222937","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc2","Recall_mean","Recall","0.374","0.113044","-0.26095599999999997","-0.26095599999999997","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc3","Recall_mean","Recall","0.466","0.22875","-0.23725000000000002","-0.23725000000000002","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc4","Recall_mean","Recall","0.41","0.14494400000000002","-0.26505599999999996","-0.26505599999999996","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc1","Recall_mean","Recall","0.317","0.0805188","-0.2364812","-0.2364812","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc3","Recall_mean","Recall","0.06899999999999999","0.00625","-0.06274999999999999","-0.06274999999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc4","Recall_mean","Recall","0.06600000000000002","0.0033710000000000003","-0.06262900000000002","-0.06262900000000002","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc1","Recall_mean","Recall","0.5820000000000001","0.37922","-0.20278000000000007","-0.20278000000000007","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc2","Recall_mean","Recall","0.348","0.043478","-0.30452199999999996","-0.30452199999999996","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc4","Recall_mean","Recall","0.479","0.122472","-0.35652799999999996","-0.35652799999999996","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc1","Recall_mean","Recall","0.273","0.14805200000000002","-0.124948","-0.124948","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc2","Recall_mean","Recall","0.522","0.295652","-0.226348","-0.226348","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc3","Recall_mean","Recall","0.41500000000000004","0.08","-0.335","-0.335","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","MEAN","MEAN","Generalizability_mean","GLR","0.8465","0.11331479999999998","-0.7331852000000001","-0.7331852000000001","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc2","Generalizability_mean","GLR","0.8879999999999999","0.025936000000000004","-0.8620639999999999","-0.8620639999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc3","Generalizability_mean","GLR","0.9949999999999999","0.147631","-0.8473689999999998","-0.8473689999999998","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc4","Generalizability_mean","GLR","0.9560000000000001","0.074402","-0.8815980000000001","-0.8815980000000001","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc1","Generalizability_mean","GLR","0.476","-0.111239","-0.587239","-0.587239","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc3","Generalizability_mean","GLR","0.642","0.033276","-0.608724","-0.608724","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc4","Generalizability_mean","GLR","0.656","0.035765000000000005","-0.620235","-0.620235","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc1","Generalizability_mean","GLR","0.993","0.2763652","-0.7166348","-0.7166348","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc2","Generalizability_mean","GLR","0.859","0.05991","-0.79909","-0.79909","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc4","Generalizability_mean","GLR","0.967","0.208006","-0.758994","-0.758994","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc1","Generalizability_mean","GLR","0.966","0.284199","-0.681801","-0.681801","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc2","Generalizability_mean","GLR","0.796","0.113506","-0.682494","-0.682494","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc3","Generalizability_mean","GLR","0.9640000000000001","0.212019","-0.751981","-0.751981","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","MEAN","MEAN","Stability","ECE","0.9496666000000001","0.06746680000000001","-0.8821998000000001","0.8821998000000001","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc2","Stability","ECE","0.966","0.012876000000000002","-0.953124","0.953124","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc3","Stability","ECE","0.9530000000000001","0.0747048","-0.8782952","0.8782952","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc1","pc4","Stability","ECE","0.9690000000000001","0.08775200000000001","-0.881248","0.881248","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc2","pc1","Stability","ECE","0.9489999999999998","0.061937","-0.8870629999999998","0.8870629999999998","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc2","pc3","Stability","ECE","0.9199999999999999","0.0991328","-0.8208671999999999","0.8208671999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc2","pc4","Stability","ECE","0.925","0.11933399999999998","-0.8056660000000001","0.8056660000000001","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc3","pc1","Stability","ECE","0.9730000000000001","0.0626058","-0.9103942","0.9103942","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc3","pc2","Stability","ECE","0.8939999999999999","0.009983200000000001","-0.8840167999999999","0.8840167999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc3","pc4","Stability","ECE","0.9380000000000001","0.09987120000000001","-0.8381288","0.8381288","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc1","Stability","ECE","0.976","0.06774480000000001","-0.9082551999999999","0.9082551999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc2","Stability","ECE","0.9690000000000001","0.0343752","-0.9346248","0.9346248","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc3","Stability","ECE","0.9640000000000001","0.07928679999999999","-0.8847132000000001","0.8847132000000001","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","MEAN","MEAN","ReliabilityIndex","ReliabilityScore","0.8794169999999999","0.829536","-0.04988099999999984","-0.04988099999999984","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc2","ReliabilityIndex","ReliabilityScore","0.923","0.8333640000000001","-0.08963599999999994","-0.08963599999999994","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc3","ReliabilityIndex","ReliabilityScore","0.978","0.833037","-0.14496299999999995","-0.14496299999999995","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc1","pc4","ReliabilityIndex","ReliabilityScore","0.9039999999999999","0.8164830000000001","-0.08751699999999984","-0.08751699999999984","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc1","ReliabilityIndex","ReliabilityScore","0.8089999999999999","0.7941480000000001","-0.014851999999999865","-0.014851999999999865","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc3","ReliabilityIndex","ReliabilityScore","0.8150000000000001","0.805502","-0.009498000000000006","-0.009498000000000006","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc2","pc4","ReliabilityIndex","ReliabilityScore","0.784","0.799183","0.015182999999999947","0.015182999999999947","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc3","pc1","ReliabilityIndex","ReliabilityScore","0.9560000000000001","0.858526","-0.09747400000000006","-0.09747400000000006","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc2","ReliabilityIndex","ReliabilityScore","0.868","0.838991","-0.02900899999999995","-0.02900899999999995","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc3","pc4","ReliabilityIndex","ReliabilityScore","0.8869999999999999","0.8347100000000001","-0.05228999999999984","-0.05228999999999984","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc1","ReliabilityIndex","ReliabilityScore","0.825","0.8581179999999999","0.03311799999999998","0.03311799999999998","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"extra_trees","pc4","pc2","ReliabilityIndex","ReliabilityScore","0.877","0.840793","-0.03620699999999999","-0.03620699999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"extra_trees","pc4","pc3","ReliabilityIndex","ReliabilityScore","0.9269999999999999","0.8415739999999999","-0.085426","-0.085426","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","MEAN","MEAN","AUC_mean","AUC","0.7176669999999999","0.7090212","-0.008645799999999926","-0.008645799999999926","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc1","pc2","AUC_mean","AUC","0.789","0.8490080000000001","0.06000800000000006","0.06000800000000006","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"gradient_boosting","pc1","pc3","AUC_mean","AUC","0.764","0.741961","-0.02203900000000003","-0.02203900000000003","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc1","pc4","AUC_mean","AUC","0.727","0.7262489999999999","-0.0007510000000000572","-0.0007510000000000572","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc2","pc1","AUC_mean","AUC","0.634","0.654659","0.020658999999999983","0.020658999999999983","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"gradient_boosting","pc2","pc3","AUC_mean","AUC","0.674","0.648332","-0.025668000000000024","-0.025668000000000024","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc2","pc4","AUC_mean","AUC","0.547","0.558713","0.011712999999999973","0.011712999999999973","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"gradient_boosting","pc3","pc1","AUC_mean","AUC","0.7779999999999999","0.776009","-0.001990999999999965","-0.001990999999999965","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc3","pc2","AUC_mean","AUC","0.8019999999999999","0.750478","-0.05152199999999996","-0.05152199999999996","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc3","pc4","AUC_mean","AUC","0.7060000000000001","0.6682020000000001","-0.037798","-0.037798","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc4","pc1","AUC_mean","AUC","0.6880000000000001","0.6300690000000001","-0.057930999999999955","-0.057930999999999955","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc4","pc2","AUC_mean","AUC","0.796","0.803181","0.007180999999999993","0.007180999999999993","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
"gradient_boosting","pc4","pc3","AUC_mean","AUC","0.7070000000000001","0.701397","-0.005603000000000025","-0.005603000000000025","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","MEAN","MEAN","F1_mean","F1","0.15625","0.133661","-0.022588999999999998","-0.022588999999999998","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc1","pc2","F1_mean","F1","0.08199999999999999","0.027512","-0.05448799999999999","-0.05448799999999999","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc1","pc3","F1_mean","F1","0.29800000000000004","0.282932","-0.015068000000000026","-0.015068000000000026","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc1","pc4","F1_mean","F1","0.22799999999999998","0.193885","-0.03411499999999998","-0.03411499999999998","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc2","pc1","F1_mean","F1","0.12000000000000002","0.08790119999999998","-0.03209880000000004","-0.03209880000000004","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc2","pc3","F1_mean","F1","0.184","0.12954","-0.05446000000000001","-0.05446000000000001","5","0.0","0.0","15.0","-15.0","1.0","0.0625","False","-1.0"
"gradient_boosting","pc2","pc4","F1_mean","F1","0.048","0.0545608","0.006560799999999999","0.006560799999999999","5","15.0","15.0","0.0","15.0","0.03125","0.0625","True","1.0"
