iter	Logloss
541	0.01724293976
542	0.01719544081
543	0.01710961411
544	0.01702663807
545	0.01696772255
546	0.01691331215
547	0.01686712901
548	0.01683927244
549	0.01681462415
550	0.01669327205
551	0.0166581188
552	0.01664619956
553	0.01659125964
554	0.01650621722
555	0.01645116356
556	0.01640733582
557	0.01636705522
558	0.01635835215
559	0.01635182544
560	0.01626723352
561	0.0161652073
562	0.01615832423
563	0.01614463922
564	0.0160765682
565	0.01605550096
566	0.01604818653
567	0.01603697016
568	0.01602879153
569	0.01596456145
570	0.01587757373
571	0.01578657493
572	0.01577632253
573	0.01577053475
574	0.01570525782
575	0.01567593584
576	0.01562080121
577	0.01559875818
578	0.01550748699
579	0.0154509894
580	0.01544420348
581	0.01537655168
582	0.01534247034
583	0.01528192769
584	0.01527250674
585	0.01526651184
586	0.01523066228
587	0.01522335028
588	0.01519691291
589	0.01516120735
590	0.01512340022
591	0.01511649528
592	0.01509103019
593	0.01507775324
594	0.0150721038
595	0.01503541931
596	0.01503006384
597	0.01497407275
598	0.01493162262
599	0.01489306447
600	0.01488257377
601	0.01485948544
602	0.01479280032
603	0.01474290979
604	0.01467823759
605	0.01466914827
606	0.01465923993
607	0.01464929516
608	0.0146027344
609	0.01455917098
610	0.01455390149
611	0.01454791006
612	0.01450002617
613	0.0144578035
614	0.01439464939
615	0.0143221263
616	0.01426152589
617	0.01422407461
618	0.01419664264
619	0.01412780543
620	0.0140885411
621	0.01404495764
622	0.0140081352
623	0.01396749294
624	0.01394101894
625	0.01389359221
626	0.01388761752
627	0.01387823646
628	0.01386019633
629	0.01382672158
630	0.01379658485
631	0.01376504692
632	0.01371419877
633	0.01365617773
634	0.01358818181
635	0.01358154461
636	0.01357234091
637	0.01356222059
638	0.01354034098
639	0.01349340046
640	0.01345135276
641	0.0134212941
642	0.01337392679
643	0.0133556775
644	0.01332780926
645	0.01327609444
646	0.01325329993
647	0.0132445949
648	0.01321002865
649	0.01320459332
650	0.01319604756
651	0.01315690615
652	0.01310282656
653	0.01309498949
654	0.01304342688
655	0.01301578986
656	0.01299185338
657	0.01294266747
658	0.01290139468
659	0.0128674912
660	0.01284677018
661	0.01279160412
662	0.01274514685
663	0.01271308338
664	0.01265938659
665	0.01263208315
666	0.01260287271
667	0.01257824641
668	0.01256080836
669	0.01254422122
670	0.0125091378
671	0.01248512245
672	0.01243391871
673	0.01238972709
674	0.01238225854
675	0.01230506051
676	0.01227790625
677	0.01225528331
678	0.01224002929
679	0.01219508697
680	0.01217040536
681	0.0121258165
682	0.0121113768
683	0.01206806493
684	0.0120424627
685	0.01201752057
686	0.01200949912
687	0.0119677125
688	0.01192502106
689	0.01189818653
690	0.01189020906
691	0.0118709786
692	0.01183106914
693	0.01178706934
694	0.0117577492
695	0.0117292613
696	0.01172469278
697	0.01168880509
698	0.01168422988
699	0.0116406461
700	0.01161417037
701	0.01158567158
702	0.01155803174
703	0.01155450244
704	0.01150102771
705	0.01148382539
706	0.01146045905
707	0.01144226571
708	0.01141995605
709	0.01140006687
710	0.01138497498
711	0.01137959823
712	0.01134186974
713	0.01131773971
714	0.01129162739
715	0.01124902204
716	0.01120462105
717	0.0111820804
718	0.01116918082
719	0.01115398387
720	0.01112062563
721	0.01108454909
722	0.01104105361
723	0.01101128189
724	0.01100827361
725	0.0109768817
726	0.01094611802
727	0.01092890427
728	0.01091557255
729	0.01088474677
730	0.01086255806
731	0.01083758674
732	0.0108133665
733	0.01078984514
734	0.01077803794
735	0.0107554436
736	0.01074176436
737	0.01073914504
738	0.0107031019
739	0.01070002619
740	0.01067234084
741	0.01064622416
742	0.01062458401
743	0.01059299353
744	0.01059044483
745	0.01058037063
746	0.01056159822
747	0.01053778216
748	0.01049580281
749	0.01045386802
750	0.01041658278
751	0.01040121958
752	0.01038178217
753	0.01036036058
754	0.01034810299
755	0.0103265053
756	0.01031284922
757	0.01030421546
758	0.01028777213
759	0.01027631885
760	0.01026592857
761	0.01025617344
762	0.01025331314
763	0.01023318344
764	0.01021406322
765	0.01019382457
766	0.01019060209
767	0.01016826831
768	0.01014893568
769	0.01011518507
770	0.01007749962
771	0.01007462698
772	0.01004795964
773	0.01004576807
774	0.01003632036
775	0.01002261938
776	0.01000114234
777	0.009972613953
778	0.009970402897
779	0.009958643545
780	0.009926165939
781	0.009905632698
782	0.00987678498
783	0.009837538419
784	0.009835142312
785	0.009831969962
786	0.009807402568
787	0.009805084672
788	0.009794800974
789	0.00978891592
790	0.009773141445
791	0.009771214581
792	0.009767200593
793	0.009741625653
794	0.00971859841
795	0.009704377534
796	0.009695611808
797	0.009667839841
798	0.009657782511
799	0.009655379865
800	0.009643629059
801	0.009626828203
802	0.009604387095
803	0.009586562079
804	0.009571903268
805	0.009548763542
806	0.009530807819
807	0.00950304275
808	0.00949195077
809	0.009480603357
810	0.009460963266
811	0.009447392503
812	0.009422035333
813	0.009379205906
814	0.009367698873
815	0.009337397738
816	0.009308613356
817	0.009282973293
818	0.009268907441
819	0.009265558276
820	0.009243315166
821	0.009235120147
822	0.009210105709
823	0.009183523336
824	0.009144503057
825	0.00914191035
826	0.009120781832
827	0.009118820543
828	0.009097620958
829	0.009086328654
830	0.009078065301
831	0.00907617742
832	0.009069853455
833	0.009051427442
834	0.009025828001
835	0.009017702134
836	0.009015630598
837	0.00901339366
838	0.00899697115
839	0.008971407129
840	0.008956561795
841	0.008943239526
842	0.008926683057
843	0.008920249977
844	0.00891143835
845	0.008884839114
846	0.008863957982
847	0.008861908119
848	0.008846555947
849	0.008822610052
850	0.008809276029
851	0.008795492097
852	0.008768963548
853	0.008750232031
854	0.00872527198
855	0.008708458189
856	0.008677412146
857	0.008658122971
858	0.008650314599
859	0.008648574265
860	0.008629353261
861	0.008614006413
862	0.008586694345
863	0.008574401646
864	0.008572504384
865	0.008570521542
866	0.008557844147
867	0.008538202154
868	0.008513635356
869	0.008499606981
870	0.008477824763
871	0.008473139677
872	0.008465902542
873	0.008455262988
874	0.008438050843
875	0.008436018931
876	0.008433366396
877	0.00843034215
878	0.008405882164
879	0.008393047844
880	0.008388603763
881	0.008388185949
882	0.008375974182
883	0.008355908676
884	0.008331763605
885	0.008309255785
886	0.008297263871
887	0.008285306339
888	0.008283613627
889	0.0082792407
890	0.008274967233
891	0.008273162194
892	0.008264186119
893	0.008246634264
894	0.008230482637
895	0.00822171761
896	0.008214083699
897	0.00818801113
898	0.008165643079
899	0.008143037946
900	0.008135321842
901	0.008112118126
902	0.008088046689
903	0.008070089713
904	0.008056360799
905	0.008018648987
906	0.008010618284
907	0.007999565467
908	0.007999151634
909	0.007970868166
910	0.007959599807
911	0.007949468867
912	0.007939094287
913	0.007923070921
914	0.007894538387
915	0.007871849768
916	0.00785000495
917	0.007823272585
918	0.00780657437
919	0.007798859686
920	0.007786734952
921	0.007763578161
922	0.00776181707
923	0.007751431003
924	0.007736972756
925	0.007727474693
926	0.007725435099
927	0.007713903389
928	0.007704080009
929	0.007700164366
930	0.007693737637
931	0.007691085592
932	0.007689474877
933	0.007682723208
934	0.007676301472
935	0.007656028301
936	0.007638522664
937	0.007621425818
938	0.007608001866
939	0.007606610825
940	0.007585544604
941	0.007583922369
942	0.007576718065
943	0.007567782373
944	0.007559367939
945	0.007558005087
946	0.007543898165
947	0.007543889968
948	0.007516549167
949	0.007496907063
950	0.007483586902
951	0.007482269048
952	0.007472555082
953	0.00744615801
954	0.007430406227
955	0.007423452184
956	0.007415704384
957	0.007414653997
958	0.007400768954
959	0.007399673949
960	0.007392808956
961	0.007376712264
962	0.007363181089
963	0.007346470143
964	0.007323012452
965	0.007300352468
966	0.007293320678
967	0.007279254168
968	0.007274482727
969	0.007255895327
970	0.007242995867
971	0.007225138655
972	0.007223047049
973	0.007207182465
974	0.007205717693
975	0.007204420795
976	0.007204396991
977	0.00719349339
978	0.007192113418
979	0.007190968742
980	0.007177173121
981	0.007170652669
982	0.00715755033
983	0.007140627536
984	0.007139481169
985	0.007137520916
986	0.007137478985
987	0.00712986999
988	0.007115654498
989	0.007110006403
990	0.007108555674
991	0.007086898957
992	0.007078575316
993	0.007068674115
994	0.007056956966
995	0.007055759096
996	0.007035519797
997	0.007023446049
998	0.007004055105
999	0.00699958574
1000	0.006982425647
1001	0.006970199038
1002	0.006955641898
1003	0.006953949712
1004	0.006952400218
1005	0.00695057445
1006	0.006945499715
1007	0.006936356684
1008	0.006935217667
1009	0.006924771352
1010	0.006914745525
1011	0.006914602374
1012	0.006896905878
1013	0.006884936004
1014	0.006873842226
1015	0.006856032438
1016	0.006846257095
1017	0.006839632769
1018	0.006833925615
1019	0.006826340135
1020	0.006824284207
1021	0.006823046624
1022	0.006799814922
1023	0.006787958532
1024	0.006771763478
1025	0.006755418275
1026	0.00675257284
1027	0.006731397844
1028	0.006731296949
1029	0.006729288297
1030	0.006728494212
1031	0.006727594817
1032	0.006725470177
1033	0.00672011357
1034	0.006704147545
1035	0.00670217467
1036	0.006687041911
1037	0.006685127963
1038	0.00667889848
1039	0.006659384189
1040	0.006653125335
1041	0.006646535599
1042	0.006640343963
1043	0.006621145116
1044	0.006614666693
1045	0.006606479889
1046	0.006595191227
1047	0.00657900854
1048	0.006569817291
1049	0.006554790134
1050	0.006544571599
1051	0.006527981196
1052	0.006525902493
1053	0.00650929141
1054	0.006502116154
1055	0.00649428065
1056	0.00648488701
1057	0.006482407615
1058	0.006472488996
1059	0.006462248979
1060	0.006446529675
1061	0.006440667435
1062	0.006438808037
1063	0.006437904327
1064	0.006436225601
1065	0.006422109052
1066	0.006413416105
1067	0.006397999707
1068	0.006383549646
1069	0.006374711297
1070	0.006374704227
1071	0.006365432525
1072	0.006358397297
1073	0.006349984625
1074	0.006334667785
1075	0.006327766194
1076	0.006323548065
1077	0.006312600549
1078	0.006299771224
1079	0.006289554449
1080	0.006268506328
1081	0.006266408341
1082	0.006256456195
1083	0.006249431383
1084	0.006241532018
1085	0.006234520901
1086	0.006226846375
1087	0.006225450491
1088	0.00621142248
1089	0.006204467848
1090	0.00620444716
1091	0.006196104018
1092	0.006189429911
1093	0.006180691106
1094	0.006172040615
1095	0.006171310168
1096	0.006160456811
1097	0.006154051568
1098	0.006154039004
1099	0.006147184593
1100	0.0061407289
1101	0.006136069761
1102	0.006132891535
1103	0.006125977964
1104	0.00611447421
1105	0.006113027381
1106	0.006107322352
1107	0.006092616592
1108	0.006087822452
1109	0.006083213638
1110	0.006068894408
1111	0.006059237572
1112	0.006048396131
1113	0.006040488864
1114	0.006027418043
1115	0.006027424088
1116	0.006025678943
1117	0.006018015502
1118	0.006013866297
1119	0.006009734325
1120	0.006003127971
1121	0.005996478556
1122	0.005986905379
1123	0.005969124826
1124	0.005967699561
1125	0.005962108793
1126	0.005950259763
1127	0.005939910102
1128	0.005932453795
1129	0.005930754813
1130	0.005928879215
1131	0.005916384451
1132	0.005906878141
1133	0.005899023089
1134	0.005890028709
1135	0.00588508637
1136	0.005872095756
1137	0.005868905154
1138	0.005859590122
1139	0.005850344647
1140	0.005841441559
1141	0.0058351779
1142	0.005822513103
1143	0.005814729851
1144	0.00580819323
1145	0.00579934702
1146	0.005788242856
1147	0.005788292634
1148	0.005781175999
1149	0.005769056365
1150	0.005764903046
1151	0.005759688267
1152	0.005753352752
1153	0.00574464788
1154	0.005736739504
1155	0.005729593035
1156	0.005729593601
1157	0.005721226571
1158	0.005718773319
1159	0.005707040574
1160	0.005699586529
1161	0.005698265481
1162	0.00569066855
1163	0.005688650449
1164	0.005676354731
1165	0.005668967546
1166	0.005662320474
1167	0.005660606649
1168	0.00565298803
1169	0.005642927462
1170	0.005642941949
1171	0.005641714755
1172	0.005641739003
1173	0.005634359148
1174	0.005629076986
1175	0.005621382444
1176	0.005613741481
1177	0.00560695739
1178	0.005593330192
1179	0.005582159509
1180	0.005578014934
1181	0.005577988178
1182	0.005569589144
1183	0.005563527158
1184	0.005554179285
1185	0.005553639548
1186	0.005539823704
1187	0.005532693689
1188	0.005520193278
1189	0.005515836189
1190	0.005511179564
1191	0.005499497206
1192	0.005495580071
1193	0.005480604303
1194	0.005471858618
1195	0.005463893211
1196	0.00546023717
1197	0.005453015297
1198	0.005452215681
1199	0.005446359054
1200	0.005437653432
1201	0.005432131063
1202	0.005431706674
1203	0.005424750412
1204	0.005416373579
1205	0.00540950698
1206	0.005405552741
1207	0.005393116965
1208	0.005386979714
1209	0.005386110715
1210	0.005375624145
1211	0.005361061555
1212	0.005347104441
1213	0.005340059767
1214	0.005333731301
1215	0.005326492578
1216	0.005321121932
1217	0.005315485383
1218	0.00531491864
1219	0.005309930359
1220	0.005303826386
1221	0.005298921509
1222	0.005297939337
1223	0.005293411065
1224	0.005282515188
1225	0.005276520548
1226	0.005269920508
1227	0.005269915
1228	0.005257775403
1229	0.005250200723
1230	0.005244837371
1231	0.005240436482
1232	0.005240445535
1233	0.005239379113
1234	0.005236637345
1235	0.00523668107
1236	0.005233119996
1237	0.005228538025
1238	0.005217784479
1239	0.005212610596
1240	0.005211432476
1241	0.005205319234
1242	0.005205324467
1243	0.005199957047
1244	0.005199919265
1245	0.005199891921
1246	0.00519029401
1247	0.005181172272
1248	0.0051757766
1249	0.005171965393
1250	0.00516753693
1251	0.005163387804
1252	0.005151226046
1253	0.005143592033
1254	0.005137241247
1255	0.005137233586
1256	0.005134508667
1257	0.005133823856
1258	0.005127861032
1259	0.005127199261
1260	0.00512638387
1261	0.005113562868
1262	0.005106239934
1263	0.005101628356
1264	0.005095632357
1265	0.005090156273
1266	0.005084758385
1267	0.005083453297
1268	0.00507218132
1269	0.005066347254
1270	0.005065409648
1271	0.005052941876
1272	0.005052985982
1273	0.005046566382
1274	0.005046554879
1275	0.00504584027
1276	0.005037596719
1277	0.005036789666
1278	0.005035899652
1279	0.005035816457
1280	0.005027114974
1281	0.00502126212
1282	0.005012330224
1283	0.005005333347
1284	0.00499716212
1285	0.004996206821
